grup;vendor;nomor_kontainer;size;group;tanggal_awal;tanggal_akhir;periode;masa;tarif;dpp;dpp_nilai_lain;ppn;pph;grand_total;status;computed_periode
TK125010000332;ZONA;ZONA2211855;20;Z013;2025-01-24;2025-04-07;2;"24 februari 2025 - 23 maret 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125010000333;ZONA;ZONA2211855;20;Z013;2025-01-24;2025-04-07;3;"24 maret 2025 - 7 april 2025";Harian;337830;309678;37161;6757;368235;;3
TK125010000334;ZONA;HMCU3062032;20;Z013;2025-01-24;2025-04-08;1;"24 januari 2025 - 23 februari 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125010000335;ZONA;HMCU3062032;20;Z013;2025-01-24;2025-04-08;2;"24 februari 2025 - 23 maret 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125010000336;ZONA;HMCU3062032;20;Z013;2025-01-24;2025-04-08;3;"24 maret 2025 - 8 april 2025";Harian;360352;330323;39639;7207;392784;;3
TK125010000337;ZONA;TGHU3814501;20;Z013;2025-01-24;2025-04-08;1;"24 januari 2025 - 23 februari 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125010000338;ZONA;TGHU3814501;20;Z013;2025-01-24;2025-04-08;2;"24 februari 2025 - 23 maret 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125010000339;ZONA;TGHU3814501;20;Z013;2025-01-24;2025-04-08;3;"24 maret 2025 - 8 april 2025";Harian;360352;330323;39639;7207;392784;;3
TK125010000340;ZONA;TGHU1518584;20;Z013;2025-01-24;2025-05-25;1;"24 januari 2025 - 23 februari 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125010000341;ZONA;TGHU1518584;20;Z013;2025-01-24;2025-05-25;2;"24 februari 2025 - 23 maret 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125010000342;ZONA;TGHU1518584;20;Z013;2025-01-24;2025-05-25;3;"24 maret 2025 - 23 april 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125010000343;ZONA;TGHU1518584;20;Z013;2025-01-24;2025-05-25;4;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125010000344;ZONA;TGHU1518584;20;Z013;2025-01-24;2025-05-25;5;"24 mei 2025 - 25 mei 2025";Harian;45044;41290;4955;901;49098;;5
TK125010000345;ZONA;ZONA2938308;20;Z014;2025-01-25;2025-05-23;1;"25 januari 2025 - 24 februari 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125010000346;ZONA;ZONA2938308;20;Z014;2025-01-25;2025-05-23;2;"25 februari 2025 - 24 maret 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125010000347;ZONA;ZONA2938308;20;Z014;2025-01-25;2025-05-23;3;"25 maret 2025 - 24 april 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125010000348;ZONA;ZONA2938308;20;Z014;2025-01-25;2025-05-23;4;"25 april 2025 - 23 mei 2025";Harian;653138;598710;71845;13063;711920;;4
TK125010000349;ZONA;ZONA2218192;20;Z014;2025-01-25;2025-05-25;1;"25 januari 2025 - 24 februari 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125010000350;ZONA;ZONA2218192;20;Z014;2025-01-25;2025-05-25;2;"25 februari 2025 - 24 maret 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125010000351;ZONA;ZONA2218192;20;Z014;2025-01-25;2025-05-25;3;"25 maret 2025 - 24 april 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125010000352;ZONA;ZONA2218192;20;Z014;2025-01-25;2025-05-25;4;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125010000353;ZONA;ZONA2218192;20;Z014;2025-01-25;2025-05-25;5;"25 mei 2025 - 25 mei 2025";Harian;22522;20645;2477;450;24549;;5
TK125010000354;ZONA;ZONA6950241;20;Z014;2025-01-25;2025-04-07;1;"25 januari 2025 - 24 februari 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125010000355;ZONA;ZONA6950241;20;Z014;2025-01-25;2025-04-07;2;"25 februari 2025 - 24 maret 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125010000356;ZONA;ZONA6950241;20;Z014;2025-01-25;2025-04-07;3;"25 maret 2025 - 7 april 2025";Harian;315308;289032;34684;6306;343686;;3
TK125010000357;ZONA;WHLU0359120;20;Z012;2025-01-23;2025-04-07;1;"23 januari 2025 - 22 februari 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125010000358;ZONA;WHLU0359120;20;Z012;2025-01-23;2025-04-07;2;"23 februari 2025 - 22 maret 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125010000359;ZONA;WHLU0359120;20;Z012;2025-01-23;2025-04-07;3;"23 maret 2025 - 7 april 2025";Harian;360352;330323;39639;7207;392784;;3
TK125010000360;ZONA;CAIU8171172;20;Z013;2025-01-24;2025-04-07;1;"24 januari 2025 - 23 februari 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125010000361;ZONA;CAIU8171172;20;Z013;2025-01-24;2025-04-07;2;"24 februari 2025 - 23 maret 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125010000362;ZONA;CAIU8171172;20;Z013;2025-01-24;2025-04-07;3;"24 maret 2025 - 7 april 2025";Harian;337830;309678;37161;6757;368235;;3
TK125030000001;DPE;RXTU4540180;40;D005;2025-03-04;;1;"4 maret 2025 - 3 april 2025";Bulanan;1500000;1375000;165000;30000;1635000;;6
TK125030000002;DPE;RXTU4540180;40;D005;2025-03-04;;2;"4 april 2025 - 3 mei 2025";Bulanan;1500000;1375000;165000;30000;1635000;;6
TK125030000003;DPE;RXTU4540180;40;D005;2025-03-04;;3;"4 mei 2025 - 3 juni 2025";Bulanan;1500000;1375000;165000;30000;1635000;;6
TK125030000004;DPE;RXTU4540180;40;D005;2025-03-04;;4;"4 juni 2025 - 3 juli 2025";Bulanan;1500000;1375000;165000;30000;1635000;;6
TK125030000005;DPE;RXTU4540180;40;D005;2025-03-04;;5;"4 juli 2025 - 3 agustus 2025";Bulanan;1500000;1375000;165000;30000;1635000;;6
TK125030000006;DPE;RXTU4540180;40;D005;2025-03-04;;6;"4 agustus 2025 - 3 september 2025";Bulanan;1500000;1375000;165000;30000;1635000;;6
TK125030000007;ZONA;CMAU5070113;40;Z022;2025-03-01;2025-07-25;1;"1 maret 2025 - 31 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000008;ZONA;CMAU5070113;40;Z022;2025-03-01;2025-07-25;2;"1 april 2025 - 30 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000009;ZONA;CMAU5070113;40;Z022;2025-03-01;2025-07-25;3;"1 mei 2025 - 31 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000010;ZONA;CMAU5070113;40;Z022;2025-03-01;2025-07-25;4;"1 juni 2025 - 30 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000011;ZONA;CMAU5070113;40;Z022;2025-03-01;2025-07-25;5;"1 juli 2025 - 25 juli 2025";Harian;1051050;963462;115616;21021;1145644;;5
TK125030000012;ZONA;CAXU9096769;40;Z023;2025-03-10;2025-06-25;1;"10 maret 2025 - 9 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125030000013;ZONA;CAXU9096769;40;Z023;2025-03-10;2025-06-25;2;"10 april 2025 - 9 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125030000014;ZONA;CAXU9096769;40;Z023;2025-03-10;2025-06-25;3;"10 mei 2025 - 9 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125030000015;ZONA;CAXU9096769;40;Z023;2025-03-10;2025-06-25;4;"10 juni 2025 - 25 juni 2025";Harian;672672;616616;73994;13453;733212;;4
TK125030000016;ZONA;IFLU2990380;20;Z024;2025-03-11;2025-05-26;1;"11 maret 2025 - 10 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000017;ZONA;IFLU2990380;20;Z024;2025-03-11;2025-05-26;2;"11 april 2025 - 10 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000018;ZONA;IFLU2990380;20;Z024;2025-03-11;2025-05-26;3;"11 mei 2025 - 26 mei 2025";Harian;360352;330323;39639;7207;392784;;3
TK125030000019;ZONA;FORU8416289;20;Z024;2025-03-11;2025-06-03;1;"11 maret 2025 - 10 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000020;ZONA;FORU8416289;20;Z024;2025-03-11;2025-06-03;2;"11 april 2025 - 10 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000021;ZONA;FORU8416289;20;Z024;2025-03-11;2025-06-03;3;"11 mei 2025 - 3 juni 2025";Harian;540528;495484;59458;10811;589176;;3
TK125030000022;ZONA;MSKU2218091;20;Z024;2025-03-11;2025-07-01;1;"11 maret 2025 - 10 april 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000023;ZONA;MSKU2218091;20;Z024;2025-03-11;2025-07-01;2;"11 april 2025 - 10 mei 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000024;ZONA;MSKU2218091;20;Z024;2025-03-11;2025-07-01;3;"11 mei 2025 - 10 juni 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000025;ZONA;MSKU2218091;20;Z024;2025-03-11;2025-07-01;4;"11 juni 2025 - 1 juli 2025";Harian;472962;433548;52026;9459;515529;;4
TK125030000026;ZONA;TTNU3216943;20;Z024;2025-03-11;2025-06-17;1;"11 maret 2025 - 10 april 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000027;ZONA;TTNU3216943;20;Z024;2025-03-11;2025-06-17;2;"11 april 2025 - 10 mei 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000028;ZONA;TTNU3216943;20;Z024;2025-03-11;2025-06-17;3;"11 mei 2025 - 10 juni 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000029;ZONA;TTNU3216943;20;Z024;2025-03-11;2025-06-17;4;"11 juni 2025 - 17 juni 2025";Harian;157654;144516;17342;3153;171843;;4
TK125030000030;ZONA;FORU8480890;20;Z024;2025-03-11;2025-06-01;1;"11 maret 2025 - 10 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000031;ZONA;FORU8480890;20;Z024;2025-03-11;2025-06-01;2;"11 april 2025 - 10 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000032;ZONA;FORU8480890;20;Z024;2025-03-11;2025-06-01;3;"11 mei 2025 - 1 juni 2025";Harian;495484;454194;54503;9910;540078;;3
TK125030000033;ZONA;FORU8487209;20;Z025;2025-03-12;2025-07-16;1;"12 maret 2025 - 11 april 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000034;ZONA;FORU8487209;20;Z025;2025-03-12;2025-07-16;2;"12 april 2025 - 11 mei 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000035;ZONA;FORU8487209;20;Z025;2025-03-12;2025-07-16;3;"12 mei 2025 - 11 juni 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000036;ZONA;FORU8487209;20;Z025;2025-03-12;2025-07-16;4;"12 juni 2025 - 11 juli 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000037;ZONA;FORU8487209;20;Z025;2025-03-12;2025-07-16;5;"12 juli 2025 - 16 juli 2025";Harian;112610;103226;12387;2252;122745;;5
TK125030000038;ZONA;GLDU9368735;20;Z025;2025-03-12;2025-05-28;1;"12 maret 2025 - 11 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000039;ZONA;GLDU9368735;20;Z025;2025-03-12;2025-05-28;2;"12 april 2025 - 11 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000040;ZONA;GLDU9368735;20;Z025;2025-03-12;2025-05-28;3;"12 mei 2025 - 28 mei 2025";Harian;382874;350968;42116;7657;417333;;3
TK125030000041;ZONA;CRXU3112086;20;Z025;2025-03-12;2025-06-02;1;"12 maret 2025 - 11 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000042;ZONA;CRXU3112086;20;Z025;2025-03-12;2025-06-02;2;"12 april 2025 - 11 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000043;ZONA;CRXU3112086;20;Z025;2025-03-12;2025-06-02;3;"12 mei 2025 - 2 juni 2025";Harian;495484;454194;54503;9910;540078;;3
TK125030000044;ZONA;EMCU6089440;20;Z025;2025-03-12;2025-05-31;1;"12 maret 2025 - 11 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000045;ZONA;EMCU6089440;20;Z025;2025-03-12;2025-05-31;2;"12 april 2025 - 11 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000046;ZONA;EMCU6089440;20;Z025;2025-03-12;2025-05-31;3;"12 mei 2025 - 31 mei 2025";Harian;450440;412903;49548;9009;490980;;3
TK125030000047;ZONA;TEMU2703522;20;Z025;2025-03-12;2025-07-17;1;"12 maret 2025 - 11 april 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000048;ZONA;TEMU2703522;20;Z025;2025-03-12;2025-07-17;2;"12 april 2025 - 11 mei 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000049;ZONA;TEMU2703522;20;Z025;2025-03-12;2025-07-17;3;"12 mei 2025 - 11 juni 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000050;ZONA;TEMU2703522;20;Z025;2025-03-12;2025-07-17;4;"12 juni 2025 - 11 juli 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000051;ZONA;TEMU2703522;20;Z025;2025-03-12;2025-07-17;5;"12 juli 2025 - 17 juli 2025";Harian;135132;123871;14865;2703;147294;;5
TK125030000052;ZONA;TGHU3350078;20;Z025;2025-03-12;2025-07-16;1;"12 maret 2025 - 11 april 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000053;ZONA;TGHU3350078;20;Z025;2025-03-12;2025-07-16;2;"12 april 2025 - 11 mei 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000054;ZONA;TGHU3350078;20;Z025;2025-03-12;2025-07-16;3;"12 mei 2025 - 11 juni 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000055;ZONA;TGHU3350078;20;Z025;2025-03-12;2025-07-16;4;"12 juni 2025 - 11 juli 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125030000056;ZONA;TGHU3350078;20;Z025;2025-03-12;2025-07-16;5;"12 juli 2025 - 16 juli 2025";Harian;112610;103226;12387;2252;122745;;5
TK125030000057;ZONA;GESU3057370;20;Z025;2025-03-12;2025-05-24;1;"12 maret 2025 - 11 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000058;ZONA;GESU3057370;20;Z025;2025-03-12;2025-05-24;2;"12 april 2025 - 11 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000059;ZONA;GESU3057370;20;Z025;2025-03-12;2025-05-24;3;"12 mei 2025 - 24 mei 2025";Harian;292786;268387;32206;5856;319137;;3
TK125030000060;ZONA;BMOU2484919;20;Z025;2025-03-12;2025-05-25;1;"12 maret 2025 - 11 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000061;ZONA;BMOU2484919;20;Z025;2025-03-12;2025-05-25;2;"12 april 2025 - 11 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000062;ZONA;BMOU2484919;20;Z025;2025-03-12;2025-05-25;3;"12 mei 2025 - 25 mei 2025";Harian;315308;289032;34684;6306;343686;;3
TK125030000063;ZONA;GLDU5758437;20;Z025;2025-03-12;2025-07-07;1;"12 maret 2025 - 11 april 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000064;ZONA;GLDU5758437;20;Z025;2025-03-12;2025-07-07;2;"12 april 2025 - 11 mei 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000065;ZONA;GLDU5758437;20;Z025;2025-03-12;2025-07-07;3;"12 mei 2025 - 11 juni 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000066;ZONA;GLDU5758437;20;Z025;2025-03-12;2025-07-07;4;"12 juni 2025 - 7 juli 2025";Harian;585572;536774;64413;11711;638273;;4
TK125030000067;ZONA;PONU0231767;20;Z025;2025-03-12;2025-05-25;1;"12 maret 2025 - 11 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000068;ZONA;PONU0231767;20;Z025;2025-03-12;2025-05-25;2;"12 april 2025 - 11 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000069;ZONA;PONU0231767;20;Z025;2025-03-12;2025-05-25;3;"12 mei 2025 - 25 mei 2025";Harian;315308;289032;34684;6306;343686;;3
TK125030000070;ZONA;MSCU7196740;40;Z025;2025-03-12;2025-07-23;1;"12 maret 2025 - 11 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000071;ZONA;MSCU7196740;40;Z025;2025-03-12;2025-07-23;2;"12 april 2025 - 11 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000072;ZONA;MSCU7196740;40;Z025;2025-03-12;2025-07-23;3;"12 mei 2025 - 11 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000073;ZONA;MSCU7196740;40;Z025;2025-03-12;2025-07-23;4;"12 juni 2025 - 11 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000074;ZONA;MSCU7196740;40;Z025;2025-03-12;2025-07-23;5;"12 juli 2025 - 23 juli 2025";Harian;504504;462462;55495;10090;549909;;5
TK125030000075;ZONA;BMOU4402838;40;Z026;2025-03-13;2025-07-23;1;"13 maret 2025 - 12 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000076;ZONA;BMOU4402838;40;Z026;2025-03-13;2025-07-23;2;"13 april 2025 - 12 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000077;ZONA;BMOU4402838;40;Z026;2025-03-13;2025-07-23;3;"13 mei 2025 - 12 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000078;ZONA;BMOU4402838;40;Z026;2025-03-13;2025-07-23;4;"13 juni 2025 - 12 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000079;ZONA;BMOU4402838;40;Z026;2025-03-13;2025-07-23;5;"13 juli 2025 - 23 juli 2025";Harian;462462;423924;50871;9249;504084;;5
TK125030000080;ZONA;GLDU7503878;40;Z026;2025-03-13;;1;"13 maret 2025 - 12 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000081;ZONA;GLDU7503878;40;Z026;2025-03-13;;2;"13 april 2025 - 12 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000082;ZONA;GLDU7503878;40;Z026;2025-03-13;;3;"13 mei 2025 - 12 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000083;ZONA;GLDU7503878;40;Z026;2025-03-13;;4;"13 juni 2025 - 12 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000084;ZONA;GLDU7503878;40;Z026;2025-03-13;;5;"13 juli 2025 - 12 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000085;ZONA;GLDU7503878;40;Z026;2025-03-13;;6;"13 agustus 2025 - 12 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000086;ZONA;CAXU8184119;40;Z027;2025-03-14;2025-07-22;1;"14 maret 2025 - 13 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000087;ZONA;CAXU8184119;40;Z027;2025-03-14;2025-07-22;2;"14 april 2025 - 13 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000088;ZONA;CAXU8184119;40;Z027;2025-03-14;2025-07-22;3;"14 mei 2025 - 13 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000089;ZONA;CAXU8184119;40;Z027;2025-03-14;2025-07-22;4;"14 juni 2025 - 13 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000090;ZONA;CAXU8184119;40;Z027;2025-03-14;2025-07-22;5;"14 juli 2025 - 22 juli 2025";Harian;378378;346846;41622;7568;412432;;5
TK125030000091;ZONA;TGHU6130478;40;Z029;2025-03-16;;1;"16 maret 2025 - 15 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000092;ZONA;TGHU6130478;40;Z029;2025-03-16;;2;"16 april 2025 - 15 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000093;ZONA;TGHU6130478;40;Z029;2025-03-16;;3;"16 mei 2025 - 15 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000094;ZONA;TGHU6130478;40;Z029;2025-03-16;;4;"16 juni 2025 - 15 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000095;ZONA;TGHU6130478;40;Z029;2025-03-16;;5;"16 juli 2025 - 15 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000096;ZONA;TGHU6130478;40;Z029;2025-03-16;;6;"16 agustus 2025 - 15 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000097;ZONA;CCLU6777900;40;Z028;2025-03-15;2025-06-23;1;"15 maret 2025 - 14 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125030000098;ZONA;CCLU6777900;40;Z028;2025-03-15;2025-06-23;2;"15 april 2025 - 14 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125030000099;ZONA;CCLU6777900;40;Z028;2025-03-15;2025-06-23;3;"15 mei 2025 - 14 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125030000100;ZONA;CCLU6777900;40;Z028;2025-03-15;2025-06-23;4;"15 juni 2025 - 23 juni 2025";Harian;378378;346846;41622;7568;412432;;4
TK125030000101;ZONA;MEDU8384327;40;Z029;2025-03-16;2025-07-23;1;"16 maret 2025 - 15 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000102;ZONA;MEDU8384327;40;Z029;2025-03-16;2025-07-23;2;"16 april 2025 - 15 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000103;ZONA;MEDU8384327;40;Z029;2025-03-16;2025-07-23;3;"16 mei 2025 - 15 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000104;ZONA;MEDU8384327;40;Z029;2025-03-16;2025-07-23;4;"16 juni 2025 - 15 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125030000105;ZONA;MEDU8384327;40;Z029;2025-03-16;2025-07-23;5;"16 juli 2025 - 23 juli 2025";Harian;336336;308308;36997;6727;366606;;5
TK125030000106;ZONA;UESU4688707;40;Z027;2025-03-14;;1;"14 maret 2025 - 13 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000107;ZONA;UESU4688707;40;Z027;2025-03-14;;2;"14 april 2025 - 13 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000108;ZONA;UESU4688707;40;Z027;2025-03-14;;3;"14 mei 2025 - 13 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000109;ZONA;UESU4688707;40;Z027;2025-03-14;;4;"14 juni 2025 - 13 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000110;ZONA;UESU4688707;40;Z027;2025-03-14;;5;"14 juli 2025 - 13 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000111;ZONA;UESU4688707;40;Z027;2025-03-14;;6;"14 agustus 2025 - 13 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125030000112;ZONA;MEDU8246035;40;Z030;2025-03-18;2025-06-24;1;"18 maret 2025 - 17 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125030000113;ZONA;MEDU8246035;40;Z030;2025-03-18;2025-06-24;2;"18 april 2025 - 17 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125030000114;ZONA;MEDU8246035;40;Z030;2025-03-18;2025-06-24;3;"18 mei 2025 - 17 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;4
TK125030000115;ZONA;MEDU8246035;40;Z030;2025-03-18;2025-06-24;4;"18 juni 2025 - 24 juni 2025";Harian;294294;269770;32372;5886;320780;;4
TK125030000116;ZONA;TEMU2815815;20;Z031;2025-03-19;2025-06-01;1;"19 maret 2025 - 18 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000117;ZONA;TEMU2815815;20;Z031;2025-03-19;2025-06-01;2;"19 april 2025 - 18 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000118;ZONA;TEMU2815815;20;Z031;2025-03-19;2025-06-01;3;"19 mei 2025 - 1 juni 2025";Harian;315308;289032;34684;6306;343686;;3
TK125030000119;ZONA;CCLU3996437;20;Z031;2025-03-19;2025-06-04;1;"19 maret 2025 - 18 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000120;ZONA;CCLU3996437;20;Z031;2025-03-19;2025-06-04;2;"19 april 2025 - 18 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000121;ZONA;CCLU3996437;20;Z031;2025-03-19;2025-06-04;3;"19 mei 2025 - 4 juni 2025";Harian;382874;350968;42116;7657;417333;;3
TK125030000122;ZONA;TGHU1845843;20;Z031;2025-03-19;2025-06-07;1;"19 maret 2025 - 18 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000123;ZONA;TGHU1845843;20;Z031;2025-03-19;2025-06-07;2;"19 april 2025 - 18 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000124;ZONA;TGHU1845843;20;Z031;2025-03-19;2025-06-07;3;"19 mei 2025 - 7 juni 2025";Harian;450440;412903;49548;9009;490980;;3
TK125030000125;ZONA;KDCU2166612;20;Z032;2025-03-20;2025-06-21;1;"20 maret 2025 - 19 april 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000126;ZONA;KDCU2166612;20;Z032;2025-03-20;2025-06-21;2;"20 april 2025 - 19 mei 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000127;ZONA;KDCU2166612;20;Z032;2025-03-20;2025-06-21;3;"20 mei 2025 - 19 juni 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000128;ZONA;KDCU2166612;20;Z032;2025-03-20;2025-06-21;4;"20 juni 2025 - 21 juni 2025";Harian;45044;41290;4955;901;49098;;4
TK125030000129;ZONA;KDCU2170675;20;Z032;2025-03-20;2025-07-07;1;"20 maret 2025 - 19 april 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000130;ZONA;KDCU2170675;20;Z032;2025-03-20;2025-07-07;2;"20 april 2025 - 19 mei 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000131;ZONA;KDCU2170675;20;Z032;2025-03-20;2025-07-07;3;"20 mei 2025 - 19 juni 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125030000132;ZONA;KDCU2170675;20;Z032;2025-03-20;2025-07-07;4;"20 juni 2025 - 7 juli 2025";Harian;405396;371613;44594;8108;441882;;4
TK125030000133;ZONA;KCSU2166361;20;Z032;2025-03-20;2025-06-03;1;"20 maret 2025 - 19 april 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125030000134;ZONA;KCSU2166361;20;Z032;2025-03-20;2025-06-03;2;"20 april 2025 - 19 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
