KONTAINER;PERIODE;AWAL;AKHIR; TAGIHAN ;NoTagihan;Tgl. Tagihan;No. Bayar;Tgl. Bayar;;;;;Impor;Pranota;Bayar
MEDU8246035;2;18 Apr 25;17 May 25; 1.261.261,00 ;ZONA250528243;21 May 25;EBK250600289;26 Jun 25;;;;;"MEDU8246035;2;45765;45794;1261261;ZONA250528243;45798";"ZONA250528243;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MEDU8269787;1;20 Feb 25;19 Mar 25; 1.261.261,00 ;ZONA250528154;16 May 25;EBK250600289;26 Jun 25;;;;;"MEDU8269787;1;45708;45735;1261261;ZONA250528154;45793";"ZONA250528154;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MEDU8269787;3;20 Apr 25;19 May 25; 1.261.261,00 ;ZONA250528156;16 May 25;EBK250600289;26 Jun 25;;;;;"MEDU8269787;3;45767;45796;1261261;ZONA250528156;45793";"ZONA250528156;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MEDU8384327;2;16 Apr 25;15 May 25; 1.261.261,00 ;ZONA250528241;21 May 25;EBK250600289;26 Jun 25;;;;;"MEDU8384327;2;45763;45792;1261261;ZONA250528241;45798";"ZONA250528241;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MSCU7085120;2;06 Aug 24;05 Sep 24; 1.261.261,00 ;ZONA240824861;29 Aug 24;EBK250100275;30 Jan 25;;;;;"MSCU7085120;2;45510;45540;1261261;ZONA240824861;45533";"ZONA240824861;45533;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
MSCU7085120;3;06 Sep 24;05 Oct 24; 1.261.261,00 ;ZONA241125953;20 Nov 24;EBK250100275;30 Jan 25;;;;;"MSCU7085120;3;45541;45570;1261261;ZONA241125953;45616";"ZONA241125953;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
MSCU7085120;4;06 Oct 24;05 Nov 24; 1.261.261,00 ;ZONA241125954;20 Nov 24;EBK250100275;30 Jan 25;;;;;"MSCU7085120;4;45571;45601;1261261;ZONA241125954;45616";"ZONA241125954;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
MSCU7085120;5;06 Nov 24;05 Dec 24; 1.261.261,00 ;ZONA241226541;28 Dec 24;EBK250100275;30 Jan 25;;;;;"MSCU7085120;5;45602;45631;1261261;ZONA241226541;45654";"ZONA241226541;45654;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
MSCU7196740;2;12 Apr 25;11 May 25; 1.261.261,00 ;ZONA250528235;21 May 25;EBK250600289;26 Jun 25;;;;;"MSCU7196740;2;45759;45788;1261261;ZONA250528235;45798";"ZONA250528235;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MSCU9903797;1;14 Jan 24;13 Feb 24; 1.261.261,00 ;ZONA240122359;18 Jan 24;EBK240500055;21 May 24;;;;;"MSCU9903797;1;45305;45335;1261261;ZONA240122359;45309";"ZONA240122359;45309;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
MSCU9903797;1;24 Feb 25;23 Mar 25; 1.261.261,00 ;ZONA250528163;16 May 25;EBK250600289;26 Jun 25;;;;;"MSCU9903797;1;45712;45739;1261261;ZONA250528163;45793";"ZONA250528163;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MSCU9903797;2;14 Feb 24;13 Mar 24; 1.261.261,00 ;ZONA240222623;19 Feb 24;EBK240500055;21 May 24;;;;;"MSCU9903797;2;45336;45364;1261261;ZONA240222623;45341";"ZONA240222623;45341;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
MSCU9903797;3;24 Apr 25;23 May 25; 1.261.261,00 ;ZONA250528165;16 May 25;EBK250600289;26 Jun 25;;;;;"MSCU9903797;3;45771;45800;1261261;ZONA250528165;45793";"ZONA250528165;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MSKU2016552;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"MSKU2016552;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
MSKU2218091;2;11 Apr 25;10 May 25; 675.676,00 ;ZONA250528124;21 May 25;EBK250600289;26 Jun 25;;;;;"MSKU2218091;2;45758;45787;675676;ZONA250528124;45798";"ZONA250528124;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
MSKU4555445;11;14 Apr 25;13 May 25; 1.261.261,00 ;ZONA250427900;29 Apr 25;EBK250600289;26 Jun 25;;;;;"MSKU4555445;11;45761;45790;1261261;ZONA250427900;45776";"ZONA250427900;45776;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MSKU4555445;2;14 Jul 24;13 Aug 24; 1.261.261,00 ;ZONA240824872;29 Aug 24;EBK250100275;30 Jan 25;;;;;"MSKU4555445;2;45487;45517;1261261;ZONA240824872;45533";"ZONA240824872;45533;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
MSKU4555445;3;14 Aug 24;13 Sep 24; 1.261.261,00 ;ZONA240824873;29 Aug 24;EBK250100275;30 Jan 25;;;;;"MSKU4555445;3;45518;45548;1261261;ZONA240824873;45533";"ZONA240824873;45533;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
MSKU4555445;4;14 Sep 24;13 Oct 24; 1.261.261,00 ;ZONA241125961;20 Nov 24;EBK250100275;30 Jan 25;;;;;"MSKU4555445;4;45549;45578;1261261;ZONA241125961;45616";"ZONA241125961;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
MSKU4555445;5;14 Oct 24;13 Nov 24; 1.261.261,00 ;ZONA241125962;20 Nov 24;EBK250100275;30 Jan 25;;;;;"MSKU4555445;5;45579;45609;1261261;ZONA241125962;45616";"ZONA241125962;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
MSKU4555445;6;14 Nov 24;13 Dec 24; 1.261.261,00 ;ZONA241226548;28 Dec 24;EBK250100275;30 Jan 25;;;;;"MSKU4555445;6;45610;45639;1261261;ZONA241226548;45654";"ZONA241226548;45654;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
MSKU4555445;8;14 Jan 25;13 Feb 25; 1.261.261,00 ;ZONA250427897;29 Apr 25;EBK250600289;26 Jun 25;;;;;"MSKU4555445;8;45671;45701;1261261;ZONA250427897;45776";"ZONA250427897;45776;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
MSKU4555445;9;14 Feb 25;13 Mar 25; 1.261.261,00 ;ZONA250427898;29 Apr 25;EBK250600289;26 Jun 25;;;;;"MSKU4555445;9;45702;45729;1261261;ZONA250427898;45776";"ZONA250427898;45776;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
NYKU5622053;1;13 Jan 24;12 Feb 24; 1.261.261,00 ;ZONA240122359;18 Jan 24;EBK240500055;21 May 24;;;;;"NYKU5622053;1;45304;45334;1261261;ZONA240122359;45309";"ZONA240122359;45309;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
NYKU5622053;2;13 Feb 24;12 Mar 24; 1.261.261,00 ;ZONA240222623;19 Feb 24;EBK240500055;21 May 24;;;;;"NYKU5622053;2;45335;45363;1261261;ZONA240222623;45341";"ZONA240222623;45341;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
NYKU6973772;2;20 Apr 25;19 May 25; 1.261.261,00 ;ZONA250528247;21 May 25;EBK250600289;26 Jun 25;;;;;"NYKU6973772;2;45767;45796;1261261;ZONA250528247;45798";"ZONA250528247;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
OOLU1163740;1;22 Apr 25;21 May 25; 675.676,00 ;ZONA250528251;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1163740;1;45769;45798;675676;ZONA250528251;45798";"ZONA250528251;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1278354;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1278354;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1340682;1;21 Apr 25;20 May 25; 675.676,00 ;ZONA250528250;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1340682;1;45768;45797;675676;ZONA250528250;45798";"ZONA250528250;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1375333;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1375333;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1408611;1;22 Apr 25;21 May 25; 675.676,00 ;ZONA250528251;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1408611;1;45769;45798;675676;ZONA250528251;45798";"ZONA250528251;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1412308;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1412308;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1446632;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1446632;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1453272;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1453272;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1489022;1;22 Apr 25;21 May 25; 675.676,00 ;ZONA250528251;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1489022;1;45769;45798;675676;ZONA250528251;45798";"ZONA250528251;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1539437;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1539437;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1576493;1;22 Apr 25;21 May 25; 675.676,00 ;ZONA250528251;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1576493;1;45769;45798;675676;ZONA250528251;45798";"ZONA250528251;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1612414;1;22 Apr 25;21 May 25; 675.676,00 ;ZONA250528251;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1612414;1;45769;45798;675676;ZONA250528251;45798";"ZONA250528251;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1629952;1;22 Apr 25;21 May 25; 675.676,00 ;ZONA250528251;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1629952;1;45769;45798;675676;ZONA250528251;45798";"ZONA250528251;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1694351;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1694351;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1711021;1;22 Apr 25;21 May 25; 675.676,00 ;ZONA250528251;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1711021;1;45769;45798;675676;ZONA250528251;45798";"ZONA250528251;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
OOLU1731120;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"OOLU1731120;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
PCIU9765813;1;16 Jan 24;15 Feb 24; 1.261.261,00 ;ZONA240122412;23 Jan 24;EBK240500055;21 May 24;;;;;"PCIU9765813;1;45307;45337;1261261;ZONA240122412;45314";"ZONA240122412;45314;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
PCIU9765813;2;16 Feb 24;15 Mar 24; 1.261.261,00 ;ZONA240322930;20 Mar 24;EBK240500055;21 May 24;;;;;"PCIU9765813;2;45338;45366;1261261;ZONA240322930;45371";"ZONA240322930;45371;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
PKEU5033970;1;22 Feb 25;21 Mar 25; 1.261.261,00 ;ZONA250528160;16 May 25;EBK250600289;26 Jun 25;;;;;"PKEU5033970;1;45710;45737;1261261;ZONA250528160;45793";"ZONA250528160;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
PKEU5033970;3;22 Apr 25;21 May 25; 1.261.261,00 ;ZONA250528162;16 May 25;EBK250600289;26 Jun 25;;;;;"PKEU5033970;3;45769;45798;1261261;ZONA250528162;45793";"ZONA250528162;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
REGU5043662;1;15 Jan 24;14 Feb 24; 1.261.261,00 ;ZONA240122360;18 Jan 24;EBK240500055;21 May 24;;;;;"REGU5043662;1;45306;45336;1261261;ZONA240122360;45309";"ZONA240122360;45309;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
REGU5043662;10;15 Oct 24;14 Nov 24; 1.261.261,00 ;ZONA241125964;20 Nov 24;EBK250100275;30 Jan 25;;;;;"REGU5043662;10;45580;45610;1261261;ZONA241125964;45616";"ZONA241125964;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
REGU5043662;11;15 Nov 24;14 Dec 24; 1.261.261,00 ;ZONA241226550;28 Dec 24;EBK250100275;30 Jan 25;;;;;"REGU5043662;11;45611;45640;1261261;ZONA241226550;45654";"ZONA241226550;45654;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
REGU5043662;2;15 Feb 24;14 Mar 24; 1.261.261,00 ;ZONA240222624;19 Feb 24;EBK240500055;21 May 24;;;;;"REGU5043662;2;45337;45365;1261261;ZONA240222624;45341";"ZONA240222624;45341;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
REGU5043662;5;15 May 24;14 Jun 24; 1.261.261,00 ;ZONA240924877;02 Sep 24;EBK250100275;30 Jan 25;;;;;"REGU5043662;5;45427;45457;1261261;ZONA240924877;45537";"ZONA240924877;45537;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
REGU5043662;6;15 Jun 24;14 Jul 24; 1.261.261,00 ;ZONA240924878;02 Sep 24;EBK250100275;30 Jan 25;;;;;"REGU5043662;6;45458;45487;1261261;ZONA240924878;45537";"ZONA240924878;45537;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
REGU5043662;7;15 Jul 24;14 Aug 24; 1.261.261,00 ;ZONA240924879;02 Sep 24;EBK250100275;30 Jan 25;;;;;"REGU5043662;7;45488;45518;1261261;ZONA240924879;45537";"ZONA240924879;45537;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
REGU5043662;8;15 Aug 24;14 Sep 24; 1.261.261,00 ;ZONA240924880;02 Sep 24;EBK250100275;30 Jan 25;;;;;"REGU5043662;8;45519;45549;1261261;ZONA240924880;45537";"ZONA240924880;45537;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
REGU5043662;9;15 Sep 24;14 Oct 24; 1.261.261,00 ;ZONA241125963;20 Nov 24;EBK250100275;30 Jan 25;;;;;"REGU5043662;9;45550;45579;1261261;ZONA241125963;45616";"ZONA241125963;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
SEGU1410375;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"SEGU1410375;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
SEGU1414719;1;22 Apr 25;21 May 25; 675.676,00 ;ZONA250528251;21 May 25;EBK250600289;26 Jun 25;;;;;"SEGU1414719;1;45769;45798;675676;ZONA250528251;45798";"ZONA250528251;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
SEGU2878170;1;21 Apr 25;20 May 25; 675.676,00 ;ZONA250528250;21 May 25;EBK250600289;26 Jun 25;;;;;"SEGU2878170;1;45768;45797;675676;ZONA250528250;45798";"ZONA250528250;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TAHU9033273;1;22 Apr 25;21 May 25; 675.676,00 ;ZONA250528251;21 May 25;EBK250600289;26 Jun 25;;;;;"TAHU9033273;1;45769;45798;675676;ZONA250528251;45798";"ZONA250528251;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TDRU6124340;1;16 Nov 23;15 Dec 23; 1.261.261,00 ;ZONA231221935;04 Dec 23;EBK240500055;21 May 24;;;;;"TDRU6124340;1;45246;45275;1261261;ZONA231221935;45264";"ZONA231221935;45264;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
TDRU6124340;10;16 Aug 24;15 Sep 24; 1.261.261,00 ;ZONA240924884;02 Sep 24;EBK250100275;30 Jan 25;;;;;"TDRU6124340;10;45520;45550;1261261;ZONA240924884;45537";"ZONA240924884;45537;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TDRU6124340;11;16 Sep 24;15 Oct 24; 1.261.261,00 ;ZONA241125965;20 Nov 24;EBK250100275;30 Jan 25;;;;;"TDRU6124340;11;45551;45580;1261261;ZONA241125965;45616";"ZONA241125965;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TDRU6124340;12;16 Oct 24;15 Nov 24; 1.261.261,00 ;ZONA241125966;20 Nov 24;EBK250100275;30 Jan 25;;;;;"TDRU6124340;12;45581;45611;1261261;ZONA241125966;45616";"ZONA241125966;45616;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TDRU6124340;13;16 Nov 24;03 Dec 24; 756.757,00 ;ZONA241226552;28 Dec 24;EBK250100275;30 Jan 25;;;;;"TDRU6124340;13;45612;45629;756757;ZONA241226552;45654";"ZONA241226552;45654;SKT2501000001;45687;756757";"SKT2501000001;45687;EBK250100275;45687;756757"
TDRU6124340;3;16 Jan 24;15 Feb 24; 1.261.261,00 ;ZONA240222500;01 Feb 24;EBK240500055;21 May 24;;;;;"TDRU6124340;3;45307;45337;1261261;ZONA240222500;45323";"ZONA240222500;45323;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
TDRU6124340;4;16 Feb 24;15 Mar 24; 1.261.261,00 ;ZONA240222625;19 Feb 24;EBK240500055;21 May 24;;;;;"TDRU6124340;4;45338;45366;1261261;ZONA240222625;45341";"ZONA240222625;45341;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
TDRU6124340;7;16 May 24;15 Jun 24; 1.261.261,00 ;ZONA241924881;02 Sep 24;EBK250100275;30 Jan 25;;;;;"TDRU6124340;7;45428;45458;1261261;ZONA241924881;45537";"ZONA241924881;45537;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TDRU6124340;8;16 Jun 24;15 Jul 24; 1.261.261,00 ;ZONA240924882;02 Sep 24;EBK250100275;30 Jan 25;;;;;"TDRU6124340;8;45459;45488;1261261;ZONA240924882;45537";"ZONA240924882;45537;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TDRU6124340;9;16 Jul 24;15 Aug 24; 1.261.261,00 ;ZONA240924883;02 Sep 24;EBK250100275;30 Jan 25;;;;;"TDRU6124340;9;45489;45519;1261261;ZONA240924883;45537";"ZONA240924883;45537;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TEMU2108730;1;21 Apr 25;20 May 25; 675.676,00 ;ZONA250528250;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2108730;1;45768;45797;675676;ZONA250528250;45798";"ZONA250528250;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2254720;2;21 Apr 25;20 May 25; 675.676,00 ;ZONA250528249;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2254720;2;45768;45797;675676;ZONA250528249;45798";"ZONA250528249;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2326692;2;21 Apr 25;20 May 25; 675.676,00 ;ZONA250528249;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2326692;2;45768;45797;675676;ZONA250528249;45798";"ZONA250528249;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2365488;1;21 Mar 25;20 Apr 25; 675.676,00 ;ZONA250528248;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2365488;1;45737;45767;675676;ZONA250528248;45798";"ZONA250528248;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2624125;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2624125;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2694966;2;20 Apr 25;19 May 25; 675.676,00 ;ZONA250528247;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2694966;2;45767;45796;675676;ZONA250528247;45798";"ZONA250528247;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2697796;2;21 Apr 25;20 May 25; 675.676,00 ;ZONA250528249;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2697796;2;45768;45797;675676;ZONA250528249;45798";"ZONA250528249;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2698998;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2698998;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2703522;2;12 Apr 25;11 May 25; 675.676,00 ;ZONA250528235;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2703522;2;45759;45788;675676;ZONA250528235;45798";"ZONA250528235;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2722517;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2722517;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2733511;1;22 Apr 25;21 May 25; 675.676,00 ;ZONA250528251;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2733511;1;45769;45798;675676;ZONA250528251;45798";"ZONA250528251;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2775184;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2775184;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2815815;2;19 Apr 25;18 May 25; 675.676,00 ;ZONA250528245;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2815815;2;45766;45795;675676;ZONA250528245;45798";"ZONA250528245;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2817361;2;20 Apr 25;19 May 25; 675.676,00 ;ZONA250528247;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2817361;2;45767;45796;675676;ZONA250528247;45798";"ZONA250528247;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2863449;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2863449;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2869724;1;24 Apr 25;23 May 25; 675.676,00 ;ZONA250528253;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2869724;1;45771;45800;675676;ZONA250528253;45798";"ZONA250528253;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU3000416;2;21 Apr 25;20 May 25; 675.676,00 ;ZONA250528249;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU3000416;2;45768;45797;675676;ZONA250528249;45798";"ZONA250528249;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU3028774;2;20 Apr 25;19 May 25; 675.676,00 ;ZONA250528247;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU3028774;2;45767;45796;675676;ZONA250528247;45798";"ZONA250528247;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU5086018;1;23 Apr 25;22 May 25; 675.676,00 ;ZONA250528252;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU5086018;1;45770;45799;675676;ZONA250528252;45798";"ZONA250528252;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEXU5531307;2;14 Jul 24;13 Aug 24; 1.261.261,00 ;ZONA240824872;29 Aug 24;EBK250100275;30 Jan 25;;;;;"TEXU5531307;2;45487;45517;1261261;ZONA240824872;45533";"ZONA240824872;45533;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TEXU5531307;3;14 Aug 24;13 Sep 24; 1.261.261,00 ;ZONA240824873;29 Aug 24;EBK250100275;30 Jan 25;;;;;"TEXU5531307;3;45518;45548;1261261;ZONA240824873;45533";"ZONA240824873;45533;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
